Post,Language,Author,Date,reply-to
"Καλησπέρα,είστε δεκτός,ωστόσο επειδή δεν έχετε κάποια εμπειρία και πρέπει να μάθετε το game,αρχικά θα είστε σχετικά casual.

ευχαριστώ πολύ.",Greek/Greeklish,celphecil,2016-08-11 00:00:00,337575
"Όνομα: Sotiris 

Ηλικία:  25

Character name: Unholyherb

Class και Spec: Priest , Discipline apo 1 ews kai 80

Σε πόσα από τα raids της εβδομάδας θα έχετε συμμετοχή;  se ola osa den einai anamesa stis wres pou douleuw 


Τι μπορείτε να προσφέρετε στο guild και τι περιμένετε από εμάς; 

Se periptosi pou katafero na bw sto guild ... gia arxi 8a prospa8isw na gnoristo me ta upolipa paidia kai sti sunexia na mirastoume ti diaskedasi kai genika to otidipote mporei na prosferi to paixnidi . Logo to oti eimai kainourios sto paixnidi dustixos pusteuo pws den mporo na prosfero kai para polla gt exw elipsi gnwsis 8a balo ta dunata mou omos gia oti kalitero mporo. Apo to guild den perimenw tipota perisotero apto na gnoriso atoma oste na paizoume parea kai na pername kala , na ma8w apo tous "" palious "" kai isws kapia mera na didakso kai se kapio "" neo "" opos kai tou logou mou. 

Πώς βλέπετε τον ρόλο σας μέσα στο raid; : pusteuo pws einai arketa sumandikos opos kai se ka8e paixnidi o adistixos healer  

Με ποιο spec αποδίδετε το μέγιστο του ρόλου σας;         -

Ποιό είναι το αγαπημένο σας spec;              -

Αναφέρετε πώς χρησιμοποιείτε το Dual spec σας;              -

Σε τι βαθμό ασχολείστε ή/και κυνηγάτε τα achievements; apo ligo ews kai ka8olou auti ti stigmi  

Τι σύνδεση Internet έχετε; 50ara cyta

είστε ευχαριστημένοι με την απόδοση του pc σας στο WoW; :  den einai pws kolaw alla daksi de mporo na pw 8a mporouse kai kalitera :)

Αναφέρετε μερικά βασικά χαρακτηριστικά του pc σας:  apo pc den gnorizw genika kai para polla apo ta liga pramata pou gnorizw einai Intel(R) Core(TM) i3-3220 CPU 3.30GHz   /  8GB (Ram) 64bit windows 7 ultimate

Παίζετε από net cafe ή από σπίτι; :  spiti mou spitaki mou :) 

Απαιτείται μικρόφωνο σε καλή λειτουργία και να μπορείτε να το χρησιμοποιείτε οταν σας ζητηθεί. :  to xreisimopio apo to proto lepto pou exw sunde8i sto game mexri kai to lepto pou 8a kanw exit - nomos.




Xairete mages .. kapia pragmata ektos tis formas pou i8ela na pw gia emena.
Me Lene Soto eimai 25 xronon kai menw a8hna.
Paizw gia proti fora wow sti zwh mou kai i alei8ia einai pws mou fenetai arketa endiposiako akoma kiotan paizw monos mou.
Enas apo tous logous pou me ekane na bw sti diadikasia na bw sto forum kai na koitaksw gia kapio guild einai giati poly apla protimo na paizw me parea kai na meirazome ti diaskedasi alla kai otidipote allo prokipsi opos sunandisis real life ktlp. 
Enas deuteros logos einai pws latrevo na paizw support roles kai den exw idea pws 8a kataferw na stiso ena "" toubano "" healer... 8a i8ela na ma8w apo ta paidia tou community alla kai se osa kserw na prosfero boithia.
Se polles apo tis parapano erwtisis tis formas den gnorizw pws na apandisw sosta kai etsi ebala se kapia simia to sunbolo (   -   )  sorry paidia den gnorizw akoma . 8elw na ma8w me oli tin kali dia8esi .
Genika apo games epeza Lineage][ gia peripou 10 - 11 xronia ta perisotera apo auta imoun se community opos kali wra to diko sas me mikrofona sunandisis real life ktlp. 
Epeisis paizw lol kamia fora kai kana forza motorsport ( x-box) kai diafora alla.
Douleuw mixanikos se ena sunergio auti tin periodo kai eimai xorismenos dld single opote mporo kai exw xrono na sunde8w 8a sunde8w alla genika exw zwh pleon den eimai no lifer opos palia ( kana sabbatokuriako to ksenixtaw omos :P )

auta pros to paron euxaristo gia to xrono pou afierosate diabazondas to applycation kalipsa liga pragmata pusteuw gia emena anipomono na gnoristoume geia xara !",Greek/Greeklish,stroumfakia125,2016-08-14 00:00:00,337575
"Ηλικία(οι κυρίες, δεν λέμε ψέματα!): 21

Character name: Kamenos

Class και Spec: Marksmanship Hunter

Σε πόσα από τα raids της εβδομάδας θα έχετε συμμετοχή; Σε όλα 

Warmane armory (pve): 5404 gs



-----------------------------------------------------------------------------------------------------------



Μας ενδιαφέρει να δούμε τι βλέπετε εσείς όταν είστε στο boss fight
Προσπαθώ πρώτα να είμαι εντάξει με τα BOSS TACTICS και μετά να κάνω dps,
δεν είμαι δηλαδή από τα άτομα που θα wiparun το group .
-----------------------------------------------------------------------------------------------------------

Τι μπορείτε να προσφέρετε στο guild και τι περιμένετε από εμάς; Humor και τις υπηρεσίες μου,γενικα είμαι ανοιχτό άτομο και social , από σας περιμένω ένα title The Kingslayer :D :D και ένα ελληνικό guild :) 

Πώς βλέπετε τον ρόλο σας μέσα στο raid; Μπορώ να ξεπεράσω εύκολα τις δυσκολίες + καλό dps 





-----------------------------------------------------------------------------------------------------------

Με ποιο spec αποδίδετε το μέγιστο του ρόλου σας; Marksman

Ποιό είναι το αγαπημένο σας spec; Marksman

Αναφέρετε πώς χρησιμοποιείτε το Dual spec σας; PVP (survival)

(π.χ Αλλάζει συνεχως; Είναι για farm; Είναι για pvp; Εΐναι το alter raid ego σας;)

Σε τι βαθμό ασχολείστε ή/και κυνηγάτε τα achievements.

Απαντήστε και για τις 3 κατηγορίες

(Εχω 1150 achiev points και τα κυνιγάω γιατι μου αρέσουν, έχω φτάσει ως Sindragosa με το previous guild(έχω κανει ολα τα κλασικα τυπου VOA-RS-ULDUAR  και άλλα ,Frozen Halls completed)



-----------------------------------------------------------------------------------------------------------

Τι σύνδεση Internet έχετε; 19 mbps

είστε ευχαριστημένοι με την απόδοση του pc σας στο WoW; Απολύτως μιας και ειναι σχεδόν καινουριο :) 

Αναφέρετε μερικά βασικά χαρακτηριστικά του pc σας:
8gb ram , i7 

Παίζετε από net cafe ή από σπίτι; Σπιτι.

Απαιτείται μικρόφωνο σε καλή λειτουργία και να μπορείτε να το χρησιμοποιείτε οταν σας ζητηθεί.
-----------------------------------------------------------------------------------------------------------

End game εμπειρία: (Φροντίστε να είστε αναλυτικοί)

Ξεκίνησα να παίζω στο TBC ,έχω παιξει σε official μέχρι και το Cataclysm .(WOTLK το είχα λιώσει :P)



-----------------------------------------------------------------------------------------------------------

Έχετε alt(s);
Εχω

Αν ναι, τι alt(s) είναι; - Πρώην main(s); --- Gathering machine(s);

Εχω εναν retri paladin 5200 gs ,πρωην main , πλεον χρησιμευει μονο για mining :P 

-----------------------------------------------------------------------------------------------------------

Προηγούμενα guilds και λόγοι που φύγατε:
SIXTY NEIN μαλωσα με τον leader , Rather Distarful επειδή ήταν αμερικάνικο guild και δε με βολευαν οι ώρες
Έχετε ασχοληθεί με guild management ή raid leading;

Αν ναι,περιγράψτε τις αρμοδιότητες σας, κατά πόσο σας άρεσε το πόστο σας
Εχω hostarei αρκετα raid στο προηγούμενο guild και ολα με επιτυχια  , ξερω απο loot master τακτικες και να κραταω το raid enwmeno  και γενικα μου αρέσει ο ρόλος του συντονιστή. 
Γνωρίζετε κάποιον από τους HELLENIC HORDE?
Οχι",Greek/Greeklish,liontas90,2016-08-15 00:00:00,337575
"Καλησπέρα Σωτήρη(UNHOLYHERB),είστε δεκτός ωστόσο δεν μπορούμε να σας έχουμε ως βασικό μέλος λόγω έλλειψης εμπειρίας.Όλα στην ώρα τους,με λίγο προσπάθεια όλα θα γίνουν όπως τα θέλετε.

*Όχι greeklish

για apply http://www.hellenic-horde.wowhordes.com/",Greek/Greeklish,celphecil,2016-08-18 00:00:00,337575
"Καλησπέρα KAMENOS και καλωσήρθες στη Guild μας :) 

Για apply : http://www.hellenic-horde.wowhordes.com/",Greek/Greeklish,celphecil,2016-08-18 00:00:00,337575
"Originally Posted by celphecil

Καλησπέρα Σωτήρη(UNHOLYHERB),είστε δεκτός ωστόσο δεν μπορούμε να σας έχουμε ως βασικό μέλος λόγω έλλειψης εμπειρίας.Όλα στην ώρα τους,με λίγο προσπάθεια όλα θα γίνουν όπως τα θέλετε.

*Όχι greeklish

για apply http://www.hellenic-horde.wowhordes.com/


  sry alla den toxo me ta ellinika kanw arketi perisoteri ora na grapsw kai genika dn asxoloume me forum ktlp den kserw apo auta ka8olou... ekana apply me dextikate ekana kai ena post ....  sto paixnidi mesa omos stelnw /W  kai den exw dei kapion online...  epikinoniste mazi mou sto game parakalo poly..",Greek/Greeklish,stroumfakia125,2016-08-18 00:00:00,337575
"Όνομα:Γιωργος

Ηλικία(οι κυρίες, δεν λέμε ψέματα!):17

Character name:Triplehump

Class και Spec:Assasination/rogue

Σε πόσα από τα raids της εβδομάδας θα έχετε συμμετοχή; (2 εως και 4);4
Warmane armory (pve):Μολις αρχησα οποτε δεν εχει νοημα



-----------------------------------------------------------------------------------------------------------



Μας ενδιαφέρει να δούμε τι βλέπετε εσείς όταν είστε στο boss fight

-----------------------------------------------------------------------------------------------------------

Τι μπορείτε να προσφέρετε στο guild και τι περιμένετε απο μας;δεν περιμενο πολλα ουτε κατι τρελο μοναχα καλη παρεα.

Πώς βλέπετε τον ρόλο σας μέσα στο raid;dps





-----------------------------------------------------------------------------------------------------------

Με ποιο spec αποδίδετε το μέγιστο του ρόλου σας;Assasination

Ποιό είναι το αγαπημένο σας spec;Arms/assasination

Αναφέρετε πώς χρησιμοποιείτε το Dual spec σας;συνιθος δεν κανο dual spec.

(π.χ Αλλάζει συνεχως; Είναι για farm; Είναι για pvp; Εΐναι το alter raid ego σας;)

Σε τι βαθμό ασχολείστε ή/και κυνηγάτε τα achievements.:δεν κυνηγαο τοσο πολυ achievs παρα μονο τιττλες και αρενα ρατινγκ αντε και κανα light of dawn kappa 

Απαντήστε και για τις 3 κατηγορίες

(προσωπικά achievements, raid achivements, guild achievements)



-----------------------------------------------------------------------------------------------------------

Τι σύνδεση Internet έχετε;24mbps

είστε ευχαριστημένοι με την απόδοση του pc σας στο WoW;δεν εχω θεματα με το wow απο hardware δεν υπαρχει ουτε μισο lagspike

Αναφέρετε μερικά βασικά χαρακτηριστικά του pc σας:gtx660oc 8gbram 6core amd 6300 ssd250 

(Μνήμη,Ταχύτητα επεξεργαστή,Κάρτα γραφικών).vlepe panw^

Παίζετε από net cafe ή από σπίτι;spiti

Απαιτείται μικρόφωνο σε καλή λειτουργία και να μπορείτε να το χρησιμοποιείτε οταν σας ζητηθεί.
-----------------------------------------------------------------------------------------------------------

End game εμπειρία: (Φροντίστε να είστε αναλυτικοί)

(Vanilla,TBC,WotLK,Cataclysm,MoP+ ο,τιδήποτε αξιοσημείωτο στο PvP)
στο wowtlk ειχα καει για μια φαση οποτε το ξερω απεξω 
mop epeksa mono pvp eftasa 1.9 rating και τα παρατησα 
και wod παλι πβπ αλλα τα παρατησα λογο οτι δεν υπαρχει contect




-----------------------------------------------------------------------------------------------------------

Έχετε alt(s);οχι

Αν ναι, τι alt(s) είναι; - Πρώην main(s); --- Gathering machine(s);



-----------------------------------------------------------------------------------------------------------

Προηγούμενα guilds και λόγοι που φύγατε:Carpe noctem απλα εκανε ντιςμπαντ

Έχετε ασχοληθεί με guild management ή raid leading;οχι

Αν ναι,περιγράψτε τις αρμοδιότητες σας, κατά πόσο σας άρεσε το πόστο σας",Greek/Greeklish,Akade,2016-08-19 00:00:00,337575
"Καλησπέρα Γιώργο.Είσαι δεκτός ωστόσο casual μέχρι να αποκτήσεις εμπειρία

Ευχαριστώ πολυ",Greek/Greeklish,celphecil,2016-08-19 00:00:00,337575
οχι οτι δεν εχω εμπειρια στο wow απλα οταν ειχε κανει wipe Ο μολτεν εχασα εναν DK 6.3k gs και δεν ξανα επεξα ποτε molten,Greek/Greeklish,Akade,2016-08-22 00:00:00,337575
"Καλησπέρα σας !

Όνομα:  Γιάννης

Ηλικία(οι κυρίες, δεν λέμε ψέματα!): 31

Character name: JustDamos

Class και Spec: Priest Healer ( Discipline/holy )

Σε πόσα από τα raids της εβδομάδας θα έχετε συμμετοχή; (2 εως και 4); 2

Warmane armory (pve): Ειναι καινούργιος Character εδω, ειδα οτι ειστε ελληνικη guild και ψηθηκα να μπω :)



-----------------------------------------------------------------------------------------------------------



Μας ενδιαφέρει να δούμε τι βλέπετε εσείς όταν είστε στο boss fight

-----------------------------------------------------------------------------------------------------------

Τι μπορείτε να προσφέρετε στο guild και τι περιμένετε από εμάς; Θα μπορούσα να προσφέρω τις υπηρεσιες μου σαν Healer τοσο σε pve οσο και σε pvp, και γενικα διχως προβληματα και τσακωμούς να περνάμε όμορφα το χρόνο μας κάνοντας raids κλπ

Πώς βλέπετε τον ρόλο σας μέσα στο raid; Να healarw αβερτα ακολουθώντας τις εντολές των officers και γενικα τα tactics που θα δινονται





-----------------------------------------------------------------------------------------------------------

Με ποιο spec αποδίδετε το μέγιστο του ρόλου σας; Discipline

Ποιό είναι το αγαπημένο σας spec; Discipline-Holy

Αναφέρετε πώς χρησιμοποιείτε το Dual spec σας; Shadow για farming

(π.χ Αλλάζει συνεχως; Είναι για farm; Είναι για pvp; Εΐναι το alter raid ego σας;)

Σε τι βαθμό ασχολείστε ή/και κυνηγάτε τα achievements. προς το παρόν δε πήγα στο μεγιστο lvl , οταν φτασω θα ασχοληθω περισσοτερο

Απαντήστε και για τις 3 κατηγορίες

(προσωπικά achievements, raid achivements, guild achievements)

Ειμαι 40 lvl ακομη -_-



-----------------------------------------------------------------------------------------------------------

Τι σύνδεση Internet έχετε; 24 mpbs , πιάνω περίπου στα 8 mpbs

είστε ευχαριστημένοι με την απόδοση του pc σας στο WoW; ναι απόλυτα

Αναφέρετε μερικά βασικά χαρακτηριστικά του pc σας:

(Μνήμη,Ταχύτητα επεξεργαστή,Κάρτα γραφικών). 8 g RAM , Intel I5 2.2 Ghz , NVdia καλη κάρτα γραφικών -δε θυμάμαι μοντελο ακριβώς τωρα( ειμαι στη δουλεια )

Παίζετε από net cafe ή από σπίτι; Σπίτι μόνο

Απαιτείται μικρόφωνο σε καλή λειτουργία και να μπορείτε να το χρησιμοποιείτε οταν σας ζητηθεί.
-----------------------------------------------------------------------------------------------------------

End game εμπειρία: (Φροντίστε να είστε αναλυτικοί) Ειχα ξεκινησει να παιζω οταν αρχισε το WOW retail , πριν καμια 10-15 χρόνια νομίζω :) , τοτε τα ειχαμε καθαρισει ολα MC, BWL κλπ όπως και PVP σε υψηλό επίπεδο RAnks κλπ, πριν 3 χρόνια ξεκίνησα να παίζω στο molten core private και τωρα επαιζα στο lordareon ( warmane ) με αρκετούς 80αριδες αλλα δεν εχω μεγαλη  εμπειρια στα δύσκολα raids του wotlk, αλλα εχω μεγαλη προθεση να ακουω, να μαθαινω tacts και κυριως να HEALARW !

(Vanilla,TBC,WotLK,Cataclysm,MoP+ ο,τιδήποτε αξιοσημείωτο στο PvP)





-----------------------------------------------------------------------------------------------------------

Έχετε alt(s); οχι ακόμη

Αν ναι, τι alt(s) είναι; - Πρώην main(s); --- Gathering machine(s);



-----------------------------------------------------------------------------------------------------------

Προηγούμενα guilds και λόγοι που φύγατε: δεν υπήρξαν ειμαι 40 lvl

Έχετε ασχοληθεί με guild management ή raid leading; ήμουν  officer οταν επαιζα στην αρχη που βγηκε το WOW αλλα εγινε πριν πολλα χρόνια, απλως το αναφέρω

Αν ναι,περιγράψτε τις αρμοδιότητες σας, κατά πόσο σας άρεσε το πόστο σας Ήμουν υπέυθυνος για κάποια raids και δουλευαμε με το DKP system

Γνωρίζετε κάποιον από τους HELLENIC HORDE? : όχι


Eυχαριστώ πολύ.",Greek/Greeklish,damos,2016-08-29 00:00:00,337575
"καλώς ήρθατε.Θα είστε σχετικά casual μέχρις ότου αποκτήσετε κάποιο gearscore και πάτε 80

Eυχαριστώ πολύ.

/w στο game",Greek/Greeklish,celphecil,2016-08-29 00:00:00,337575
"Θα ήταν ωραίο, όλοι οι Έλληνες/Ελληνίδες να είναι στο channel ""greece"" σε όλα τα realms. Εάν χρειάζεστε κάτι, να μπορείτε άνετα να επικοινωνήσετε με έναν Έλληνα :)",Greek/Greeklish,Cryosin,2017-02-13 00:00:00,348519
"---------------------------------------------------------------------------------------------------------------------------------------------------------------Ellhnikh Guild-----------------------------------------------------------------------------------------------------------------------------------------------------

        Ellhnikh Guild Stous Ally Guild Master:Ektelestis/Officer:Bilakozz/~ Pite mas katw Sta Comments Na sas Baloume sto Guild mas Dexomaste Energa 
        Atoma Dexomaste kai PVE/PVP",Greek/Greeklish,billydragon,2016-11-02 00:00:00,343359
"Mipos paizate ka8olou ston palio Neltharion prin to molt-down? Yphrxe mia <Greek Heroes> guild ekei, o paixths pou eixa mesa legotan Papandreou, argotera Chaosocial.",Greek/Greeklish,Chaosocial,2016-11-15 00:00:00,343359
"Ela paides kalispera, psaxnomai gia mia elliniki guild gia pvp, to name mou einai ""Stel""(rogue)",Greek/Greeklish,JustCooperGr,2017-01-09 00:00:00,343359
Γεια σας παιδες. ψαχνω για μια ελληνικη guild στο server icecrow. (Alliance),Greek/Greeklish,RussianStalker,2016-12-05 00:00:00,344977
Απ'οτο ξέρω δεν υπάρχει  guild   μονο με έλληνες αλλά το guild Akama έχει παρα πολλούς!!,Greek/Greeklish,boolouk,2016-12-27 00:00:00,344977
"Geia sas paides, 
Opws leei kai ston titlo, psaxnw mia elliniki guild ston Icecrown, protimw na kanei kai kana raid pou kai pou.
Eimai alliance alla tha mporousa na kanw faction change siga siga, ama eiste horde. An exete pliroforeies kante add in-game/reply edw.
Apo thn alli, ama exoume arketous ellines stin alliance grapste edw k mporei na kanoume tin diki mas guild ama einai.

Main xaraktires:
Coffeeshop 6.9k ret/6k Prot/5.9kHoly
Dildoshop 6.1k TTW mage

Alts:
Charityshop 6k Shadow
Petshop 5.8k MM
Copyshop 5.6k Holy Pally (JC alt)

Exp:
Exw katharisei ton LK25hc kai ton Halion 25hc polles fores, paizw ston molten/warmane edw kai 5 xronia.

Euxaristw poly!",Greek/Greeklish,Coffeeshop,2016-07-08 00:00:00,336270
"Kalhmera, gia elliniki guild den uparxei, alla mporeis na vreis arketous ellines, px egw kanw ena koumanto na mazepsw merikous se mia guild... (Icecrown Asonisa, Celanna, Pumbaa) Kane Add (horde) tha sto xalasw!!",Greek/Greeklish,Dragien,2016-07-22 00:00:00,336270
Καλησπέρα όποιοι ενδιαφέρονται εδώ http://forum.warmane.com/showthread.php?t=337575 και www.hellenic-horde.wowhordes.com,Greek/Greeklish,celphecil,2016-07-25 00:00:00,336270
PVP kanei kaneis?? :P,Greek/Greeklish,jonakos,2016-09-06 00:00:00,336270
kanoun kapoioi pvp se emas :),Greek/Greeklish,celphecil,2016-09-07 00:00:00,336270
"hahahha ok kaimenouli...


trexo tous <Warbringers> ( apo to deathwing)  opoios endiaferete kai to zei oraia http://warbringers.icecrown.shivtr.com/",Greek/Greeklish,jonakos,2016-11-05 00:00:00,336270
http://forum.warmane.com/showthread.php?t=337575 και www.hellenic-horde.wowhordes.com για οσους ψαχνουν ελληνικη guild στον icecrown(horde),Greek/Greeklish,Blackwolf999,2016-09-18 00:00:00,340923
"HELLENIC HORDE , ena elliniko guild , 10 man  me stoxo na ginei 25ari kanei recruit ola ta class gia na sugkrotisoume ena dunato raid team kai me polles alles drastiriotites! apokleistika elliniko guild .dexomaste atoma kai gia social/casual drastiriotites k fusika na xtisume ena wraio elliniko community k parea",Greek/Greeklish,F3ars0m3,2016-09-28 00:00:00,340923
"Γεια σας παιδες, ψαχνω μια ελληνικη guild καθως αποφασισα μετα απο καιρο να ξαναγυρισω στο WOTLK, δεν εχω πολυ εμπειρια στο endgame λογω του οτι ειχα παρατησει το WoW μολις χτυπησα level 80 στον main Retribution Paladin μου. Οσοι εχουν η βρισκονται σε μια ελληνικη guild στον Icecrown (Το ονομα του main μου, παλι Paladin που θα γινει συντομα Retribution ξανα, Ceadeus) μπορουν να επικοινωνησουν μαζι μου ingame. Αυτη τη στιγμη ειμαι πολυ χαμηλο level διοτι σημερα το αρχισα ξανα. Δυστυχως mic δεν εχω για λιγο καιρο λογω προβληματος στο headset, πραγμα που θα διορθωθει συντομα.",Greek/Greeklish,CeadeuZ,2016-09-09 00:00:00,340465
www.hellenic-horde.wowhordes.com,Greek/Greeklish,celphecil,2016-09-11 00:00:00,340465
Γεια σας..Πρόκειται να κάνω μια guild οποίος θέλει και ενδιαφέρετε ας μου στείλει η ας κάνει ένα reply,Greek/Greeklish,Athanasiadis,2016-06-10 00:00:00,333301
"tha ithela na mathw nea sou sxetika me to guild,brhskomai sto kalitero guild ton xorde edw poli kairo kai den thelw na to afhsw  alla tha mou arese na se bohthisw na orthopodiseis sta raids sou , tha me breis in game gia sxetikh bohthia me ta parakatw onomata:
Vaglef(main)
vagblast
vagbang
vagzor
vagz
vaghelsing ola mou ta toon einai bis h near bis opote nomizw mporw na prosferw ligh bohthia sto ksekinimasou.kalh epitixeia!",Greek/Greeklish,v4gflo,2016-06-11 00:00:00,333301
Ψαχνω για active ελληνικο guild εδω και κατι μερες αφοτου πηγα 80 με τον prot warrior. Athanasiadis με ποιο name 8α σε βρουμε στον Icecrown να τα πουμε γιατι ενδιαφερομαι. Το in game name μου ειναι ''Likdapusy'' add me. :D,Greek/Greeklish,kremama,2016-06-13 00:00:00,333301
"Eimai mesa ""Evan"" legome sto Icecrown",Greek/Greeklish,SpirosMafia,2016-06-18 00:00:00,333301
"tipota se pvp den exei oloi pve kanete?? -,-",Greek/Greeklish,jonakos,2016-06-19 00:00:00,333301
Se Horde i alliance tha einai to guild ;,Greek/Greeklish,Masonos,2016-06-21 00:00:00,333301
Καλησπέρα όποιοι ενδιαφέρονται για ελληνική εδώ http://forum.warmane.com/showthread.php?t=337575 και www.hellenic-horde.wowhordes.com,Greek/Greeklish,celphecil,2016-08-19 00:00:00,333301
"Opoios endiaferete gia PvP: http://warbringers.icecrown.shivtr.com/
alios verite sto game Panomourne. 6K gs++ parakalw :)",Greek/Greeklish,Evangelion,2016-09-06 00:00:00,333301
Kalhspera eimai palios paixtis apo frostwolf (Cata) otan o Warmane legotan Molten WoW kai psaxnw atoma pou pezame mazi To onomamou htan Hlion,Greek/Greeklish,Sarmize,2016-08-23 00:00:00,339436
"Λοιπόν μαγες,ξέρει κάποιος γιατί δεν γίνεται να κάνω donate με paysafecard?
Έχω παρατιρισι οτι σε άλλες χώρες γίνεται,αλλά έχει να κάνει κάτι με τιν Ελλάδα? Μήπως δεν γίνεται με paysafe στην Ελλάδα και δεν το ξέρω*γω?
Παρακαλώ έναν GM η κάποιος που ξέρει να απάντηση επειδή θέλω να κάνω donate kai den mporo.

Ευχαριστώ σε όλους πού διάβασαν αυτό.
Περιμένω απάντηση.",Greek/Greeklish,Elipas,2016-07-14 00:00:00,336853
"Bump bump! 
Perimeno apantish akoma..",Greek/Greeklish,Elipas,2016-07-15 00:00:00,336853
"Originally Posted by Elipas

Bump bump! 
Perimeno apantish akoma..


φιλαρακι δεν ξερω που ζεις αλλα εχουμε capital control δεν γιναιτε να βαλεις ουτε Paysafe αλλα ουτε με cr μπορεις να κανεις δονατε.",Greek/Greeklish,WalkerGr,2016-07-18 00:00:00,336853
Frostwolf Ally paizei kaneis ?,Greek/Greeklish,KOST91,2016-03-23 00:00:00,324370
egw. 88 lvl mexri stigmis mage,Greek/Greeklish,Alerini26,2016-06-27 00:00:00,324370
"Geia sas.. Eimaste To mono Allience Elliniko Raiding guild.. Exoume ena poly kalo Community me poli xavale kai eyxaristh diathesh kai thelisei gia progress sto game. Opote psaxnoune Ellinofonous active players aneksartitou ""Class h Level"" Arkei na exei thn thelisei gia gamming! An endiafereste kante in game /who Dendropotamos Inc kai wisp gia  inv!",Greek/Greeklish,jagg3r,2016-02-27 00:00:00,322809
εγω το εψηνα τερμα να μπω να παιξω αλλα δεν μπορω να ξανακανω αλλη μια φορα level up ειδικα οταν ειναι x1 o server,Greek/Greeklish,youpitythefool,2016-04-11 00:00:00,322809
παιδια παιζεται στο wotlk (old expansion) η στην καινουργια;,Greek/Greeklish,Daimonkiller01,2016-04-22 00:00:00,322809
old expancion lordaeron server litch king,Greek/Greeklish,forebnii,2016-05-22 00:00:00,322809
bumpity bump,Greek/Greeklish,Mippzy,2016-06-21 00:00:00,322809
"Eiparxei kanena active elliniko guild apo pleura horde ;
Palia eixa dei 2 - 3 alla twra mou fenete exoun alaksei se alliance.",Greek/Greeklish,Masonos,2016-06-21 00:00:00,334658
"Καλησπερα σε ολους!
Οπως λεει και ο τιτλος, ψαχνω Ελληνικη Guild στους Alliance στον Icecrown. Ας μου πει καποιος αν ξερει! :)
Ingame Name Parmenbro",Greek/Greeklish,ParmenDee,2016-05-28 00:00:00,331744
Αν βρεις καμία πες μου κι εμένα γιατί κι εγω ψάχνω εδώ και κάτι μήνες μια σοβαρή ελληνική Guild XD,Greek/Greeklish,Dimos,2016-06-20 00:00:00,331744
"Παιδες , Οσοι βρεθειτε Ιcecrown (Horde) server και ψηνετε για guild στειλτε μηνυματακι να φτιαξουμε για παρτυ μας, 

Asonisa
Dragien
Pumbaa",Greek/Greeklish,Dragien,2016-05-20 00:00:00,330628
"Arcaned εδώ, εγώ το ψηνω",Greek/Greeklish,boolouk,2016-05-26 00:00:00,330628
Έλα και σας βρήκα παιδεςςς :) μπορώ να μπω στην guild σας ?,Greek/Greeklish,Athanasiadis,2016-06-07 00:00:00,330628
"Καλησπέρα φίλε αναγνώστη.

Θα ήθελα να δημιουργηθεί μια νέα Guild στον ->RAGNAROS<- WOTLK με όνομα Ηellenic Horde.(Horde)

Έρχομαι από το official ξενερωμένος με το Draenor,ήμουν member των pc master maniacs(nagrand) και Ηellenic Horde(nagrand) firebreathers(genjuros) για όσους/ες ξέρουν.
Oι αναμνήσεις μένουν πάντα στις καρδιές μας,γι'αυτό επέλεξα να ξαναγυρίσω έστω και σε private server στο LICH KING.
Η δημιουργία μας σοβαρής guild είναι μεγάλη υπόθεση και ευθύνη.Ψάχνω ενεργά members με όρεξη,υπευθυνότητα και καλή διάθεση για παρέα φιλίες ακόμα και συναντήσεις real life.Όχι άτομα που δημιουργούν φασαρίες.Όσοι ενδιαφέρονται στείλτε mailbox (Saloniki,Εllinas) κάποια πράγματα για εσάς και την εμπειρία σας(δεν έχει τόσο σημασία),κατά πόσο έχετε την θέληση να ξεκινήσετε και να βοηθήσετε στη Δημιουργία αυτής της guild.Αρχικά,θα υπάρχει αλληλοβοήθεια,και gear UP. 


Eυχαριστώ πολύ.",Greek/Greeklish,celphecil,2016-04-24 00:00:00,328018
Tora oti guild kai na ginei einai ligo anousio dioti olo to server perimenei to merge ragna+deathwing... isos na ginei kati meta... etsi kai allios exei pollous ellines kai horde kai alliance...,Greek/Greeklish,mamouloz,2016-04-25 00:00:00,328018
και ποτε θα γινει ακριβως αυτο;,English,celphecil,2016-05-04 00:00:00,328018
Μάγκες κανα raid κάνετε αυτόν τον καιρό;,Greek/Greeklish,ForumWarriorxx,2016-06-07 00:00:00,328018
πατάω download αλλά ο υπολογιστής μου δεν κάνει τίποτα. Τι να κάνω?,Greek/Greeklish,george123,2016-06-02 00:00:00,332403
"Pedes kalhspera posoi pezoume ston Deathwing Horde ? 

ante kai Ally ? :P",Greek/Greeklish,KOST91,2016-05-03 00:00:00,329015
